"loan_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","title","zip_code","addr_state","dti","fico_range_low","fico_range_high","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","total_pymnt","total_rec_prncp","total_rec_int","last_pymnt_amnt","last_fico_range_high","last_fico_range_low","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_inq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","year","loan_length","pull_length","credit_length"
33425,60,16.29,818,3,14,124629,10,1,78100,3,"0",3,10356,46,7,23.22,695,699,0,10,47939,77.2,23,1,48932.12,33425,15466.22,11263.22,519,515,0,343130,62100,1,34313,6761,87.6,81,294,19,19,4,19,10,0,5,5,5,7,7,7,12,5,10,0,95,80,374418,62001,54700,21818,2012,4.28219178082192,4.28219178082192,24.2356164383562
17725,60,20.5,474.55,5,21,75617,10,0,46000,3,"0",3,10356,680,42,27.32,660,664,1,14,17943,44.5,27,0,24957.46,17725,7232.46,12144.61,654,650,0,17943,40300,5,1282,5022,71.6,122,135,6,6,0,12,6,0,6,11,8,11,6,14,21,11,14,3,96.2,37.5,40300,17943,17700,0,2014,2.27945205479452,5.11232876712329,11.3123287671233
12000,60,12.99,272.98,2,10,67813,8,0,42000,2,"0",2,8261,152,37,9.4,705,709,2,11,11710,34.3,30,0,13445.33,12000,1445.33,22.37,794,790,0,29133,34100,4,2913,22190,34.5,176,172,3,3,0,3,0,0,2,2,8,19,9,9,21,2,11,2,100,28.6,52255,29133,33900,18155,2014,0.947945205479452,0.865753424657534,14.8109589041096
28000,60,13.68,646.88,3,11,81649,10,1,1e+05,2,"0",3,14646,834,5,14.37,705,709,0,11,26341,64.7,45,1,37629.28,28000,9629.28,11754.08,724,720,0,262309,40700,5,26231,3554,84.6,124,194,9,5,9,74,7,0,3,6,3,13,6,10,30,6,11,3,100,100,281100,26341,23100,0,2013,3.36986301369863,1.45205479452055,15.9780821917808
20000,36,13.98,683.36,3,13,126729,10,1,92000,2,"0",2,8261,781,5,21.8,660,664,0,14,14783,35.2,31,1,23557.3,20000,3557.3,11256.82,664,660,161,76124,23300,4,5856,2307,50.7,135,115,0,0,0,0,9,0,5,8,6,17,6,11,25,8,14,3,69,50,87198,76124,14900,63898,2014,1.53150684931507,4.03561643835616,11.3945205479452
27150,60,16.78,671.54,3,15,55666,10,1,76000,3,"0",3,19864,457,22,28.25,675,679,0,11,36015,81.1,22,1,35013.84,27150,7863.84,19568.42,714,710,0,206635,44400,1,20664,2916,87.2,149,285,33,14,2,83,16,0,2,5,2,5,5,7,15,6,11,0,95,50,250723,69423,22700,61417,2013,2.03287671232877,1.94794520547945,23.4876712328767
17975,36,14.09,615.13,2,10,81956,0,1,55000,2,"0",5,17161,57,30,17.64,715,719,5,12,12931,32.9,18,0,21117.16,17975,3142.16,10044.82,684,680,0,217944,39300,4,18162,23860,29.2,3,106,19,2,2,43,2,0,4,6,6,6,1,9,14,6,12,2,100,0,247213,38741,33700,25726,2013,1.53424657534247,5.53698630136986,8.80821917808219
11875,36,10.16,384.07,2,6,64505,10,1,165000,1,"0",4,29999,810,5,5.06,730,734,3,8,1423,13.3,27,1,13499.79,11875,1624.79,5450.9,519,515,0,19179,10700,3,2740,3388,24.7,119,362,29,10,2,48,1,0,2,4,3,9,11,6,14,4,8,1,88,0,35003,19179,4500,24303,2012,1.78082191780822,6.27945205479452,29.9068493150685
35000,36,22.47,1345.2,5,25,137630,10,1,102000,3,"1",2,18609,664,42,24.69,665,669,1,20,46111,85.4,40,1,35284.84,21394.51,10816.83,1121.76,644,640,0,345772,54000,7,20340,4436,88.1,119,133,3,3,1,3,3,1,5,11,5,9,13,15,24,11,20,2,97,60,396809,89908,37400,82202,2012,2.27945205479452,6.1972602739726,11.0602739726027
8400,36,13.35,284.45,3,12,141577,10,0,28000,1,"1",3,10356,155,37,33.3,665,669,2,26,11424,44.1,40,1,8527.44,6494.68,1780.71,284.45,569,565,191,90778,25900,10,3491,6660,54.7,128,196,6,6,0,6,6,0,6,14,6,9,19,15,21,14,26,4,100,0,106365,90778,14700,80465,2014,2.36438356164384,3.11780821917808,16.4821917808219
8000,36,20.99,301.36,5,24,76674,10,1,67500,3,"0",4,17327,173,37,20.92,665,669,0,15,21502,80.8,24,1,10581.41,8000,2581.41,3047.41,624,620,71,324878,26600,8,21659,4198,83.7,85,115,4,4,1,4,12,0,11,11,12,17,2,13,21,11,15,2,91.3,58.3,351475,44760,25700,34888,2014,2.11780821917808,3.11780821917808,9.72328767123288
28000,60,16.29,685.23,3,14,124798,10,1,103000,2,"0",3,10356,163,37,14.64,670,674,1,13,34773,71.4,19,1,31608.29,28000,3608.29,25442.48,744,740,0,242773,48684,1,18675,11913,71.4,51,304,27,24,6,27,5,0,7,11,7,8,1,11,12,11,13,0,100,85.7,277044,43294,41584,22100,2013,0.780821917808219,6.03561643835616,25.0712328767123
21000,60,13.98,488.42,3,13,100508,4,1,99744,2,"0",4,17327,21,38,3.14,690,694,2,10,31392,64.6,56,0,28069.18,21000,7069.18,10013.95,619,615,0,554678,48600,7,55468,8863,61,113,463,1,1,2,6,1,0,3,4,5,16,24,8,30,4,10,3,100,60,552588,168430,22700,114488,2014,3.11780821917808,3.2027397260274,38.6630136986301
10500,36,11.67,347.1,2,9,116263,10,1,93000,2,"0",3,10356,92,33,17.2,735,739,3,10,21574,44.6,30,0,10701.84,10500,201.84,10354.74,764,760,0,352904,48400,4,39212,24188,45.5,16,333,8,8,3,128,5,0,3,4,5,14,2,7,24,4,10,3,89.7,20,414400,39857,44400,23000,2014,0.117808219178082,0.865753424657534,27.9013698630137
21000,36,11.67,694.2,2,9,110593,0,0,85000,2,"1",3,10356,832,5,21.65,680,684,0,10,16226,85.4,23,1,8409.71,6196.05,2213.66,694.2,559,555,85,56981,19000,2,6331,906,94.4,127,131,3,3,2,3,12,1,4,5,4,10,4,7,16,5,10,1,95.7,75,91347,56981,16200,60202,2014,0.947945205479452,2.28767123287671,11.0602739726027
22800,60,15.61,549.74,3,13,1510,1,1,51717,3,"0",3,3744,491,23,18.19,705,709,1,7,43189,67,18,1,27212.67,22800,4412.67,18968.07,814,810,0,187450,64500,2,31242,1111,96.1,167,185,72,19,4,106,1,0,2,4,3,5,4,5,10,4,7,0,100,100,215246,52803,28500,12364,2013,1.36164383561644,4.86849315068493,15.4821917808219
8650,36,14.16,296.31,3,12,56596,1,0,32000,2,"0",3,10356,538,15,25.69,675,679,0,16,5165,40,25,0,10495.59,8650,1845.59,3087.84,709,705,0,25303,12900,4,1581,5679,45.4,101,104,3,3,0,3,7,0,4,6,5,8,12,8,13,6,16,1,84,40,50552,25303,10400,37652,2014,2.11780821917808,4.2027397260274,8.80547945205479
12000,36,10.99,392.81,2,8,43907,10,1,62472.45,1,"0",3,10356,433,16,20.78,705,709,2,22,15105,38.3,59,1,14138.44,12000,2138.44,391.72,709,705,0,187503,39400,11,10417,9581,55,124,233,3,3,5,3,3,0,4,10,6,13,7,18,47,10,22,4,100,50,231802,24412,21300,20686,2014,3.03561643835616,3.11780821917808,19.4849315068493
4500,36,12.49,150.52,2,10,93640,2,0,40000,1,"0",2,8261,640,35,16.32,705,709,0,4,5975,49.8,7,1,5432.531,4500,932.53,150.51,559,555,0,31131,12000,4,7783,6025,49.8,55,65,16,10,0,16,10,0,3,3,3,3,4,3,3,3,4,1,100,33.3,39636,31131,12000,27636,2014,2.95068493150685,3.03287671232877,5.47397260273973
4750,36,14.3,163.04,3,11,63594,5,0,20000,3,"0",2,8261,830,5,29.58,685,689,0,5,3854,77.1,11,0,5869.293,4750,1119.29,162.89,544,540,0,15388,5000,3,3847,523,86.6,23,43,9,9,0,25,15,0,2,3,2,4,1,4,10,3,5,1,100,50,18760,15388,3900,13760,2013,2.95068493150685,4.95068493150685,3.64109589041096
34000,36,9.17,1083.89,2,6,110323,10,1,320000,3,"0",6,20913,275,11,11.52,715,719,1,13,108167,69.1,40,0,38009.46,34000,4009.46,17415.55,754,750,0,387820,156500,7,29832,38427,62.2,130,255,12,2,3,35,2,0,4,6,5,13,15,8,22,6,13,5,100,40,472559,172271,101600,76613,2014,1.61643835616438,4.45479452054794,21.3150684931507
25000,60,14.99,594.62,3,15,110323,10,1,124000,3,"0",3,10356,854,46,8.69,740,744,1,7,12068,41,15,0,33298.72,22694.23,10604.49,594.62,694,690,0,257861,29400,4,36837,13432,42.6,48,96,4,4,4,11,4,0,3,5,3,5,4,5,7,5,7,3,100,0,319985,24785,23400,14675,2014,4.61643835616438,4.61643835616438,11.641095890411
12000,60,12.99,272.98,3,12,44755,10,1,90000,1,"1",3,10356,83,33,9.03,725,729,1,12,14938,22.9,28,0,6002.99,2981.2,2097.84,993,689,685,0,403849,65300,4,33654,42962,25.8,152,345,4,4,7,4,4,0,3,3,7,12,4,10,17,3,12,2,96.4,0,468301,24022,57900,10000,2014,1.53150684931507,2.78356164383562,28.8191780821918
14400,36,10.99,471.37,2,7,98549,8,1,65000,3,"0",2,3941,274,11,11.34,690,694,3,16,12399,39.9,22,0,15028.03,14400,628.03,13142.55,799,795,0,167943,31100,8,11996,10776,49.2,83,145,5,5,2,5,1,0,6,9,6,8,3,12,16,9,16,3,95.5,0,196655,18831,21200,13340,2013,0.361643835616438,0.443835616438356,12.1452054794521
14000,36,11.99,464.94,2,8,46546,10,0,55000,2,"0",3,10356,832,5,7.79,665,669,1,19,14330,95.5,40,0,16656.03,14000,2656.03,3172.77,764,760,0,41437,15000,5,2590,570,96.2,137,213,19,19,0,19,2,0,3,3,3,5,27,7,13,3,19,0,92.5,100,41810,41437,14900,26810,2014,2.45479452054795,2.53698630136986,17.8109589041096
35000,36,13.35,1185.2,3,12,89704,10,1,114000,2,"0",3,10356,664,42,11.96,675,679,1,7,15450,76.5,19,0,42671.86,35000,7671.86,4.77,674,670,0,288649,20200,4,41236,1436,87.5,175,160,30,4,1,30,4,0,2,3,2,6,11,3,7,3,7,2,94.7,100,316644,70557,11500,75290,2014,3.11780821917808,3.03561643835616,14.6438356164384
18450,60,15.61,444.86,4,16,129295,6,1,41000,1,"0",3,10356,656,42,26.46,720,724,0,7,10957,64.5,26,0,20043.04,18450,1593.04,17818.74,744,740,0,99296,17000,3,14185,3543,75.6,150,226,8,8,2,8,4,0,2,2,2,12,9,3,15,2,7,1,91.7,50,120933,39357,14500,31644,2014,0.443835616438356,0.528767123287671,18.8986301369863
9600,36,12.99,323.42,2,9,80059,10,1,98462,1,"0",3,10356,182,21,14.22,660,664,0,16,16694,51.4,27,1,11642.93,9600,2042.93,323.23,664,660,0,48481,32500,7,3030,13694,54.4,142,112,10,7,0,10,10,0,10,12,10,15,7,13,19,12,16,2,96.3,50,69879,48481,30000,36968,2013,3.03287671232877,5.2027397260274,11.8931506849315
2200,36,19.52,81.23,4,19,83929,10,1,85000,2,"0",4,17328,243,27,13.72,670,674,2,17,10971,59,41,1,2923.932,2200,723.93,80.88,704,700,0,29776,18600,8,1985,696,92.7,139,199,13,1,3,27,1,0,5,11,5,7,18,14,20,11,17,1,97,100,38600,29776,9500,20000,2013,2.95068493150685,5.44657534246575,16.4
6825,36,12.49,228.29,2,9,89624,1,0,35000,2,"0",3,10356,307,10,28.67,710,714,0,9,3767,36.2,14,1,8218.364,6825,1393.36,228.21,699,695,0,20647,10400,3,2581,4588,44,72,78,8,8,0,25,7,0,3,4,4,5,6,7,8,4,9,2,100,0,32285,20647,8200,21885,2014,2.95068493150685,3.53698630136986,6.55616438356164
16000,36,7.69,499.1,1,4,16229,3,0,72000,2,"0",2,8261,814,5,8.38,680,684,0,9,15824,65.7,30,1,17345.08,16000,1345.08,9865.42,734,730,0,16640,24100,0,2377,3055,64.1,192,169,51,51,6,79,14,1,1,4,3,6,7,8,17,4,9,0,96.7,0,28710,16640,8500,4610,2014,1.28493150684932,3.53150684931507,16.1452054794521
20000,36,6.62,614.08,1,2,112966,2,1,56000,3,"0",3,11421,295,10,26.4,720,724,0,16,6174,33.2,34,0,22106.6,20000,2106.6,613.8,709,705,0,230553,18600,0,14410,8638,39.6,107,101,54,38,5,88,21,3,2,4,2,3,23,5,6,4,16,0,91,0,339280,42070,14300,80380,2013,2.95068493150685,3.86849315068493,8.88767123287671
12000,36,7.69,374.33,1,4,110592,8,1,65000,1,"0",3,10356,245,27,8.94,690,694,0,8,9791,45.8,19,0,13465.33,12000,1465.33,374.03,789,785,1340,216917,21400,2,27115,2705,73.5,114,107,32,23,2,47,0,0,3,5,3,5,8,6,9,5,8,0,100,33.3,251940,14313,10200,7040,2014,3.03561643835616,4.36438356164384,9.55890410958904
15875,36,18.25,575.92,4,18,91972,2,0,45000,3,"0",3,6325,498,23,29.84,675,679,1,16,26584,60.3,26,1,20732.75,15875,4857.75,575.55,649,645,0,49949,44100,10,3122,6603,69.7,45,193,6,6,0,10,6,0,8,12,8,15,4,14,22,12,16,3,100,25,77402,49949,21800,33302,2014,2.95068493150685,5.11232876712329,16.2301369863014
18225,60,23.1,514.82,5,24,25304,10,1,42000,2,"1",3,25524,454,22,15.17,695,699,3,8,15932,75.5,15,0,24641.21,11572.28,11645.75,514.82,594,590,0,83245,21100,2,10406,290,96.1,88,115,13,13,2,100,1,0,3,5,3,5,2,5,11,5,8,0,100,100,97609,16204,7500,1699,2013,3.6986301369863,4.03561643835616,9.55890410958904
16800,36,9.17,535.57,2,6,10319,8,1,62000,1,"0",2,8261,342,41,17.83,670,674,0,10,12551,44.2,20,1,19280.34,16800,2480.34,535.39,809,805,17951,30051,28400,2,3005,2148,6.6,140,399,15,10,0,45,15,6,1,7,2,10,3,9,17,7,10,1,70,0,48543,30051,2300,20143,2014,2.95068493150685,4.61643835616438,33.3232876712329
35000,36,9.67,1123.94,2,6,97970,4,1,250000,3,"0",2,8261,671,42,16.63,715,719,0,11,55144,63.2,19,0,40461.7,35000,5461.7,1123.8,749,745,0,264417,87300,2,24038,32156,63.2,126,283,20,10,2,20,10,0,5,5,6,7,8,6,8,5,11,1,100,66.7,417868,115846,87300,75154,2014,2.95068493150685,5.02739726027397,23.7397260273973
7000,36,9.49,224.2,2,7,48948,5,1,40000,2,"0",2,8261,424,16,26.94,685,689,0,9,3984,50.4,20,0,8063.734,7000,1063.73,224.11,724,720,0,229015,7900,5,25446,3916,50.4,156,73,6,6,1,6,7,1,4,4,5,5,14,5,5,4,9,3,94.7,40,248845,67914,7900,69333,2014,2.95068493150685,4.27945205479452,13.0602739726027
8325,36,17.57,299.18,4,17,130301,4,1,82000,2,"0",3,10356,303,10,15.34,660,664,0,9,6669,46,12,1,10621.11,8325,2296.11,2543.25,709,705,1291,40462,15400,6,4496,7505,49.2,177,71,8,8,0,8,8,0,3,4,6,8,3,7,9,4,9,5,100,16.7,61175,40462,13900,45775,2014,2.36986301369863,4.78904109589041,14.8109589041096
4000,36,10.99,130.94,2,8,67438,7,0,60000,1,"0",2,8261,794,5,16.7,705,709,0,8,13114,39.5,14,1,4699.237,4000,684.24,116.34,704,700,0,28241,33200,2,4034,20086,39.5,130,261,40,21,0,40,23,1,2,2,5,6,4,6,10,2,8,0,78.6,20,57880,28241,33200,24680,2014,2.86849315068493,3.86849315068493,21.813698630137
8700,36,9.67,279.38,2,6,110050,4,0,54000,2,"0",2,8261,417,34,13.93,670,674,1,6,9264,61.4,10,1,10057.62,8700,1357.62,279.32,679,675,0,17634,15100,2,2939,4836,65.7,80,221,5,5,2,14,4,1,4,4,4,4,2,5,6,4,6,1,90,50,29793,17634,14100,14693,2014,2.95068493150685,2.95068493150685,18.4794520547945
33025,36,17.57,1186.83,4,17,65729,2,1,160000,3,"0",3,10356,814,5,20.92,710,714,5,12,31075,36,24,1,35768.74,33025,2743.74,29834.59,744,740,0,77930,86400,8,6494,55111,33.5,160,236,2,2,1,2,1,2,7,8,8,16,6,9,17,8,12,3,91.7,25,144325,77930,82900,57925,2014,0.528767123287671,5.02739726027397,19.7369863013699
7000,36,15.61,244.76,3,14,129295,10,0,87000,2,"0",3,26694,104,33,16.12,715,719,2,13,10374,62.9,42,1,8811.066,7000,1811.07,244.47,704,700,0,166667,16500,4,13889,967,89.4,218,160,9,2,3,43,4,1,3,7,3,8,23,8,16,7,13,3,92.5,100,208937,59478,9100,77969,2013,2.95068493150685,5.1972602739726,18.2328767123288
8000,36,12.85,268.98,2,9,89469,9,1,55000,1,"0",3,10356,84,33,17.3,695,699,1,9,13559,76.2,13,0,9683.017,8000,1683.02,268.72,694,690,0,165734,17800,2,18415,2521,83.9,1,169,11,1,1,11,2,0,4,5,4,7,1,6,10,5,9,2,100,100,180349,26687,15700,8000,2014,2.95068493150685,4.1972602739726,14.1479452054795
14000,60,14.3,327.94,3,11,137692,6,1,78000,3,"0",3,21385,744,4,12.11,700,704,0,9,11876,71.4,12,0,19685.46,14000,5685.46,2.95,534,530,0,222018,39951,3,24669,25632,79.4,55,133,8,8,1,8,8,0,3,5,3,4,3,7,8,5,9,1,100,66.7,263250,34848,34151,29214,2013,5.11780821917808,5.03287671232877,10.9780821917808
21275,36,10.99,696.42,2,8,128469,1,0,97000,2,"0",3,10356,825,5,18.01,680,684,0,9,20000,74.3,26,0,22796.89,21275,1521.89,17921.95,629,625,0,58213,26900,5,6468,3500,85.1,162,167,15,15,2,15,17,1,4,4,4,4,16,6,8,4,9,0,95,100,79726,58213,23500,52826,2014,0.613698630136986,2.2027397260274,13.9753424657534
12000,60,13.68,277.24,3,11,135656,10,1,65000,3,"0",3,10356,212,44,27.36,710,714,1,16,18388,63.8,49,1,16649.04,12000,4634.04,276.88,674,670,0,254098,28800,3,19546,3064,14.9,133,372,2,2,3,2,2,0,1,2,3,12,15,12,31,2,16,3,91,0,298413,38005,3600,41298,2013,4.95068493150685,5.44657534246575,30.6547945205479
25000,60,11.44,549.07,2,9,12628,10,1,150000,2,"0",4,17327,503,23,17.02,690,694,1,14,63278,62.6,27,0,28542.2,25000,3542.2,19874.47,704,700,0,329667,101100,6,23548,33160,50.6,167,366,2,2,7,2,2,0,7,9,9,11,4,11,16,9,14,3,100,22.2,386100,86437,67100,25000,2014,1.36438356164384,4.27945205479452,30.5753424657534
18350,36,16.29,647.77,4,17,25482,10,0,52000,2,"0",3,10356,92,33,32.43,685,689,0,16,11263,43.5,23,0,20044.7,18350,1694.7,16174.69,754,750,0,26087,25900,5,1630,7394,60,63,184,7,7,0,7,10,0,5,6,7,11,2,14,21,7,16,3,78.3,42.9,66805,26087,18500,40905,2014,0.528767123287671,4.36438356164384,15.3972602739726
30000,60,21.7,823.46,5,22,82020,4,1,132000,2,"1",3,10357,60,30,17.95,685,689,0,21,22892,75.8,35,1,26817.42,10589.11,13289.78,823.46,584,580,0,454458,30200,5,23919,2532,86.8,139,189,5,5,1,14,10,0,7,13,8,16,6,17,28,13,21,1,94,87.5,503218,99935,19200,96543,2013,2.44657534246575,3.03287671232877,15.5671232876712
20000,36,6.03,608.72,1,1,1,10,1,82575,2,"0",2,4231,180,44,2.25,700,704,2,9,6560,37.9,41,1,21913.55,20000,1913.55,608.35,709,705,0,312227,14700,4,39028,4372,58.7,144,390,10,10,3,35,2,4,5,6,6,25,6,8,32,6,9,1,82,20,336000,6560,10700,0,2013,3.03561643835616,2.95068493150685,32.1561643835616
5500,36,17.77,198.21,4,16,86364,10,0,43000,2,"0",3,5483,772,32,3.71,685,689,0,12,1680,41,14,1,7135.285,5500,1635.29,197.93,724,720,4752,71917,4100,7,5993,315,68.5,48,297,0,0,1,297,9,0,1,4,1,2,7,5,6,4,12,3,100,0,75106,24464,1000,21006,2012,3.03287671232877,5.95068493150685,24.4027397260274
9000,36,17.57,323.44,4,17,107819,6,1,110000,3,"0",3,10356,61,30,13.05,675,679,1,18,54961,85.7,39,0,11643.53,9000,2643.53,323.13,734,730,0,417075,64100,3,24534,1618,93.4,147,252,12,11,8,61,5,1,6,12,6,9,4,16,25,12,18,2,92.1,100,465072,55726,24500,0,2013,2.95068493150685,5.1972602739726,21.1479452054795
16800,36,10.99,549.94,2,7,89704,1,0,72000,1,"0",3,10356,819,5,20.37,705,709,2,9,18014,61.5,17,1,19797.45,16800,2997.45,549.56,789,785,0,29554,29300,2,3284,1224,92.9,108,161,7,7,0,7,3,0,3,4,4,8,6,6,11,4,9,1,100,75,65613,29554,17300,36313,2014,2.95068493150685,2.95068493150685,13.4739726027397
34000,36,12.39,1135.64,3,11,90792,4,1,90000,3,"0",3,10356,109,33,13,690,694,0,8,71884,41,22,0,36733.21,34000,2733.21,28807.13,694,690,0,101826,89200,5,12728,7152,47,143,159,3,3,1,3,3,0,1,5,2,5,9,7,12,5,8,2,86.4,0,125369,101826,13500,36169,2014,0.610958904109589,4.27945205479452,13.3972602739726
28000,36,9.67,899.15,2,6,96171,0,1,101000,2,"1",3,7960,11,20,22.17,685,689,2,20,33122,40.1,48,0,12040.44,6746.67,2380.13,1232.15,644,640,0,143918,82600,5,7575,28723,53,120,170,5,5,3,17,5,0,6,8,7,10,22,13,23,8,20,2,100,42.9,219016,143918,61100,136416,2013,0.947945205479452,2.86575342465753,14.2301369863014
11150,60,19.52,292.44,5,22,109338,6,0,31000,2,"0",1,3377,388,18,32.14,680,684,0,8,3034,46.7,14,0,17465.68,11150,6315.68,1966.36,709,705,0,21958,6500,5,2745,736,47.4,105,86,1,1,0,20,23,1,1,3,2,3,8,5,6,3,8,2,85.7,50,35214,21958,1400,28714,2014,4.45479452054794,4.53972602739726,8.80547945205479
9500,36,7.9,297.26,1,4,64610,10,1,650000,2,"0",4,17095,336,2,1.64,730,734,1,12,9494,20.6,49,1,10271.15,9500,771.15,6111.56,779,775,0,33785,46100,5,3071,21825,25,135,247,5,5,0,5,6,1,4,6,8,28,10,11,38,6,12,2,98,0,78243,33785,29100,32143,2012,1.2,3.78356164383562,20.4027397260274
6050,36,7.12,187.14,1,3,17682,4,0,75000,1,"0",3,10356,852,46,8.51,730,734,1,9,4336,17.3,12,0,6563.35,6050,513.35,3384.36,804,800,0,9439,25000,5,1049,18064,19.4,24,71,4,4,0,4,4,0,2,2,6,6,1,8,11,2,9,2,100,16.7,36500,9439,22400,11500,2014,1.44931506849315,3.28767123287671,5.96986301369863
14000,36,9.17,446.31,2,6,100747,10,1,76000,1,"0",4,17327,622,3,15.76,680,684,0,14,7775,68.8,29,1,15279.67,14000,1279.67,9477.64,674,670,2309,208336,11300,4,14881,2959,69.8,201,85,15,3,1,15,19,0,3,4,3,3,24,4,4,4,14,1,93.1,33.3,246503,38089,9800,53648,2014,1.11506849315068,4.53150684931507,16.8958904109589
3600,36,10.99,117.85,2,8,105461,6,1,47000,1,"0",2,8261,163,37,13.2,680,684,0,7,62,1.6,47,0,3956.63,3600,356.63,2660.28,744,740,0,72816,3900,6,14563,3838,1.6,130,128,23,11,2,23,15,0,1,1,2,12,29,4,16,1,5,3,97.6,0,81478,72816,3900,77578,2014,0.947945205479452,4.61643835616438,10.8904109589041
5375,36,19.52,198.45,4,19,40524,0,1,23434.66,1,"0",13,32073,273,11,14.08,710,714,1,5,2624,45.2,13,0,6895.08,5375,1520.08,2529.18,799,795,0,12848,5800,3,2570,441,85.3,71,59,11,9,0,59,1,0,1,2,1,1,8,4,5,2,5,2,100,100,17515,12848,3000,11715,2013,1.86301369863014,3.78082191780822,5.89041095890411
18000,60,19.47,471.6,4,20,107586,2,1,78000,3,"0",2,8261,310,10,8.21,660,664,1,10,16206,74.3,23,0,22198.09,18000,4198.09,15595.69,734,730,0,372746,21800,6,37275,3773,71.6,155,63,1,1,4,1,6,0,4,6,5,6,7,7,11,6,10,5,100,80,385903,40461,13300,27365,2014,1.28219178082192,4.36986301369863,12.9780821917808
15000,36,17.77,540.56,4,16,62252,8,0,70000,1,"0",3,23851,528,15,17.5,670,674,1,5,6157,39,19,1,19460.01,15000,4460.01,540.4,669,665,0,30027,15800,1,6005,9709,25.3,97,211,54,2,0,58,2,1,2,3,2,12,6,3,13,3,5,1,88,50,42616,30027,13000,26816,2013,2.95068493150685,5.6986301369863,17.3945205479452
24000,60,14.99,570.84,3,15,100748,10,1,119650,2,"0",2,8261,804,5,20.34,660,664,0,10,11903,79.4,44,0,31070.59,24000,7070.59,15657.91,744,740,0,467836,15000,6,51982,3097,79.4,147,226,12,12,4,12,16,0,5,5,5,20,10,6,30,5,10,1,100,40,511862,63432,15000,79586,2014,2.36986301369863,4.78356164383562,18.8986301369863
1000,60,24.08,28.82,6,27,37585,1,0,25000,3,"0",9,24092,623,3,29.28,720,724,1,6,4665,26.4,6,1,1136.652,1000,136.65,963.76,599,595,0,24198,17700,3,4033,10718,28.5,35,241,3,3,0,11,6,0,1,2,3,3,2,4,4,3,6,2,100,33.3,44786,24198,15000,27086,2013,0.613698630136986,0.613698630136986,19.813698630137
15850,36,14.98,549.3,3,13,129295,3,0,55000,1,"0",3,10356,13,20,29.06,660,664,0,17,29241,94.9,32,0,19774.36,15850,3924.36,548.86,684,680,0,48295,30800,0,2841,1402,94.7,134,162,35,34,0,35,10,0,8,10,8,9,18,10,14,10,17,0,93.7,100,63000,48295,26700,32200,2014,3.03561643835616,5.11232876712329,13.5643835616438
12000,36,15.1,416.58,3,12,60643,3,0,47000,1,"0",2,7400,304,10,9.45,670,674,2,20,14472,73.8,28,1,14276.75,12000,2276.75,345.41,729,725,0,369056,19600,5,18453,4124,73.6,74,88,5,5,0,68,5,0,2,3,2,5,22,3,6,3,20,1,96,50,363809,369056,15600,344209,2013,1.6958904109589,1.6958904109589,7.30958904109589
25000,36,11.99,830.24,2,8,105458,0,1,79000,2,"0",3,10356,303,10,19.87,695,699,0,15,25484,57.1,47,1,25964.14,25000,964.14,23473.51,709,705,0,336886,44600,9,24063,11713,68.3,168,160,5,5,3,9,9,1,3,4,6,16,23,10,21,4,15,3,97.8,40,385460,97319,37000,78160,2014,0.276712328767123,3.95068493150685,14.1479452054795
10000,36,7.69,311.94,1,4,59867,10,0,32000,1,"1",2,8261,84,33,7.8,710,714,0,10,6686,35.4,18,0,8416.61,6987.95,1122.49,311.94,624,620,64,6686,18900,3,669,6689,30.3,109,171,9,9,0,9,7,0,3,6,4,5,2,10,16,6,10,2,100,25,18900,6686,9600,0,2014,2.12054794520548,4.2027397260274,14.3095890410959
10000,60,12.99,227.48,3,11,102779,0,1,32000,2,"1",3,10356,263,39,6.94,700,704,0,4,5516,62.7,12,0,9029.14,5382.38,3019.95,227.48,554,550,0,7737,8800,1,2579,3284,62.7,109,366,14,14,0,14,11,0,2,2,3,4,6,3,6,2,4,0,91.7,0,12300,7737,8800,3500,2014,3.11780821917808,3.53150684931507,30.572602739726
10000,36,12.85,336.22,2,9,2741,4,1,51000,1,"0",2,8261,672,42,17.08,675,679,1,10,10054,65.3,24,1,12084.9,10000,2084.9,1125.86,729,725,0,176208,15400,6,17621,4360,69.1,143,160,7,6,2,13,6,1,5,7,6,12,6,8,15,7,10,2,75,50,187232,20748,14100,12419,2014,2.6986301369863,5.02739726027397,13.3972602739726
